2026-06-15 20:31:53,814 | INFO    | __main__ | Comandos: !barril, !cura, !drop, !formiga
2026-06-15 22:57:19,000 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-15 22:57:21,147 | INFO    | src.command_queue | Enfileirado: !drop por @lua_fps (fila=1)
2026-06-15 22:57:21,148 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 22:57:30,586 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-15 22:57:30,587 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-15 22:57:30,590 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-15 22:57:36,236 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-15 22:57:36,237 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-15 22:57:36,240 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-15 22:57:39,083 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-15 22:57:39,083 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-15 22:57:39,088 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-15 22:57:42,780 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-15 22:57:42,781 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 22:57:45,290 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@joao_zoeira)
2026-06-15 22:57:48,697 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-15 22:57:48,697 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-15 22:57:48,699 | INFO    | src.tiktok_listener | Simulacao rodando (tick 180)
2026-06-15 22:57:48,702 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-15 22:57:51,403 | INFO    | src.tiktok_listener | Presente executavel: rose de @lua_fps
2026-06-15 22:57:51,404 | INFO    | src.command_queue | Enfileirado: rose por @lua_fps (fila=1)
2026-06-15 22:57:51,408 | INFO    | src.command_queue | Executado: rose por @lua_fps
2026-06-15 22:58:06,851 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-15 22:58:06,852 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-15 22:58:06,858 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-15 22:58:10,137 | INFO    | src.tiktok_listener | Presente executavel: tiny diny de @joao_zoeira
2026-06-15 22:58:10,138 | INFO    | src.command_queue | Enfileirado: tiny diny por @joao_zoeira (fila=1)
2026-06-15 22:58:10,144 | INFO    | src.command_queue | Executado: tiny diny por @joao_zoeira
2026-06-15 22:58:13,051 | INFO    | src.command_queue | Enfileirado: !cura por @lua_fps (fila=1)
2026-06-15 22:58:13,052 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-15 22:58:18,461 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-15 22:58:18,461 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 22:58:21,173 | INFO    | src.tiktok_listener | Presente executavel: tiny diny de @ana.gamer
2026-06-15 22:58:21,173 | INFO    | src.command_queue | Enfileirado: tiny diny por @ana.gamer (fila=1)
2026-06-15 22:58:21,177 | INFO    | src.command_queue | Executado: tiny diny por @ana.gamer
2026-06-15 22:58:24,397 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@pedrocaos)
2026-06-15 22:58:29,928 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-15 22:58:29,928 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-15 22:58:29,931 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-15 22:58:40,920 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @pedrocaos
2026-06-15 22:58:40,920 | INFO    | src.command_queue | Enfileirado: tiktok por @pedrocaos (fila=1)
2026-06-15 22:58:40,924 | INFO    | src.command_queue | Executado: tiktok por @pedrocaos
2026-06-15 22:58:43,120 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-15 22:58:43,120 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-15 22:58:43,124 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-15 22:58:45,305 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 22:58:45,306 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 22:58:45,307 | INFO    | src.tiktok_listener | Simulacao rodando (tick 200)
2026-06-15 22:58:45,309 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 22:58:47,769 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @pedrocaos
2026-06-15 22:58:47,770 | INFO    | src.command_queue | Enfileirado: tiktok por @pedrocaos (fila=1)
2026-06-15 22:58:47,773 | INFO    | src.command_queue | Executado: tiktok por @pedrocaos
2026-06-15 22:58:49,381 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 22:58:49,382 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 22:58:49,386 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 22:58:53,580 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-15 22:58:53,582 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 22:58:55,456 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-15 22:58:59,062 | INFO    | src.tiktok_listener | Presente executavel: gg de @ana.gamer
2026-06-15 22:58:59,063 | INFO    | src.command_queue | Enfileirado: gg por @ana.gamer (fila=1)
2026-06-15 22:58:59,066 | INFO    | src.command_queue | Executado: gg por @ana.gamer
2026-06-15 22:59:05,520 | INFO    | src.tiktok_listener | Presente executavel: rose de @ana.gamer
2026-06-15 22:59:05,520 | INFO    | src.command_queue | Enfileirado: rose por @ana.gamer (fila=1)
2026-06-15 22:59:05,526 | INFO    | src.command_queue | Executado: rose por @ana.gamer
2026-06-15 22:59:08,489 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-15 22:59:08,492 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 22:59:13,552 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 22:59:13,553 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 22:59:13,557 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 22:59:19,747 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @joao_zoeira
2026-06-15 22:59:19,747 | INFO    | src.command_queue | Enfileirado: tiktok por @joao_zoeira (fila=1)
2026-06-15 22:59:19,751 | INFO    | src.command_queue | Executado: tiktok por @joao_zoeira
2026-06-15 22:59:22,719 | INFO    | src.tiktok_listener | Presente executavel: mishka bear de @ana.gamer
2026-06-15 22:59:22,719 | INFO    | src.command_queue | Enfileirado: mishka bear por @ana.gamer (fila=1)
2026-06-15 22:59:22,723 | INFO    | src.command_queue | Executado: mishka bear por @ana.gamer
2026-06-15 22:59:26,049 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-15 22:59:26,050 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 22:59:32,229 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-15 22:59:33,824 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 22:59:33,824 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 22:59:33,829 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 22:59:36,084 | INFO    | src.tiktok_listener | Simulacao rodando (tick 220)
2026-06-15 22:59:39,384 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-15 22:59:39,385 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 22:59:44,109 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@joao_zoeira)
2026-06-15 22:59:50,564 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-15 22:59:50,565 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-15 22:59:50,569 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-15 22:59:53,197 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-15 22:59:53,198 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 22:59:57,563 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-15 22:59:57,564 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-15 22:59:57,567 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-15 23:00:02,116 | INFO    | src.tiktok_listener | Presente executavel: tiny diny de @lua_fps
2026-06-15 23:00:02,116 | INFO    | src.command_queue | Enfileirado: tiny diny por @lua_fps (fila=1)
2026-06-15 23:00:02,119 | INFO    | src.command_queue | Executado: tiny diny por @lua_fps
2026-06-15 23:00:09,299 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-15 23:00:09,299 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-15 23:00:09,302 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-15 23:00:12,874 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@ana.gamer)
2026-06-15 23:00:14,485 | INFO    | src.command_queue | Enfileirado: !formiga por @lua_fps (fila=1)
2026-06-15 23:00:14,486 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-15 23:00:17,827 | INFO    | src.tiktok_listener | Presente executavel: gg de @pedrocaos
2026-06-15 23:00:17,827 | INFO    | src.command_queue | Enfileirado: gg por @pedrocaos (fila=1)
2026-06-15 23:00:17,831 | INFO    | src.command_queue | Executado: gg por @pedrocaos
2026-06-15 23:00:20,133 | INFO    | src.command_queue | Enfileirado: !drop por @joao_zoeira (fila=1)
2026-06-15 23:00:20,134 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:00:23,739 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-15 23:00:23,740 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:00:29,128 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@pedrocaos)
2026-06-15 23:00:31,143 | INFO    | src.tiktok_listener | Simulacao rodando (tick 240)
2026-06-15 23:00:34,008 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@joao_zoeira)
2026-06-15 23:00:39,051 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-15 23:00:39,052 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:00:51,001 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @ana.gamer
2026-06-15 23:00:51,002 | INFO    | src.command_queue | Enfileirado: tiktok por @ana.gamer (fila=1)
2026-06-15 23:00:51,005 | INFO    | src.command_queue | Executado: tiktok por @ana.gamer
2026-06-15 23:00:54,455 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@ana.gamer)
2026-06-15 23:00:57,845 | INFO    | src.command_queue | Enfileirado: !cura por @joao_zoeira (fila=1)
2026-06-15 23:00:57,846 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-15 23:01:03,933 | INFO    | src.tiktok_listener | Meta de likes batida por @lua_fps -> zumbi
2026-06-15 23:01:03,934 | INFO    | src.command_queue | Enfileirado: __likes__ por @lua_fps (fila=1)
2026-06-15 23:01:03,937 | INFO    | src.command_queue | Executado: __likes__ por @lua_fps
2026-06-15 23:01:09,170 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@pedrocaos)
2026-06-15 23:01:17,612 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-15 23:01:17,612 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-15 23:01:17,616 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-15 23:01:20,881 | INFO    | src.command_queue | Enfileirado: !formiga por @lua_fps (fila=1)
2026-06-15 23:01:20,882 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-15 23:01:30,978 | INFO    | src.tiktok_listener | Simulacao rodando (tick 260)
2026-06-15 23:01:37,079 | INFO    | src.cooldown | Descartado por cooldown de usuario: !cura (user=@joao_zoeira)
2026-06-15 23:01:39,325 | INFO    | src.command_queue | Enfileirado: !drop por @joao_zoeira (fila=1)
2026-06-15 23:01:39,325 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:01:41,940 | INFO    | src.command_queue | Enfileirado: !formiga por @ana.gamer (fila=1)
2026-06-15 23:01:41,941 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-15 23:01:44,293 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-15 23:01:44,294 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:01:46,599 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@joao_zoeira)
2026-06-15 23:01:50,111 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@joao_zoeira)
2026-06-15 23:02:05,174 | INFO    | src.tiktok_listener | Presente executavel: tiny diny de @ana.gamer
2026-06-15 23:02:05,174 | INFO    | src.command_queue | Enfileirado: tiny diny por @ana.gamer (fila=1)
2026-06-15 23:02:05,177 | INFO    | src.command_queue | Executado: tiny diny por @ana.gamer
2026-06-15 23:02:07,758 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 23:02:07,758 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 23:02:07,762 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 23:02:11,272 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-15 23:02:11,272 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:02:13,951 | INFO    | src.command_queue | Enfileirado: !cura por @lua_fps (fila=1)
2026-06-15 23:02:13,952 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-15 23:02:15,980 | INFO    | src.tiktok_listener | Presente executavel: rose de @ana.gamer
2026-06-15 23:02:15,980 | INFO    | src.command_queue | Enfileirado: rose por @ana.gamer (fila=1)
2026-06-15 23:02:15,985 | INFO    | src.command_queue | Executado: rose por @ana.gamer
2026-06-15 23:02:19,167 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@pedrocaos)
2026-06-15 23:02:22,278 | INFO    | src.tiktok_listener | Presente executavel: mishka bear de @joao_zoeira
2026-06-15 23:02:22,279 | INFO    | src.command_queue | Enfileirado: mishka bear por @joao_zoeira (fila=1)
2026-06-15 23:02:22,296 | INFO    | src.command_queue | Executado: mishka bear por @joao_zoeira
2026-06-15 23:02:26,025 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-15 23:02:26,025 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-15 23:02:26,029 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-15 23:02:28,581 | INFO    | src.tiktok_listener | Simulacao rodando (tick 280)
2026-06-15 23:02:34,948 | INFO    | src.tiktok_listener | Presente executavel: rose de @lua_fps
2026-06-15 23:02:34,948 | INFO    | src.command_queue | Enfileirado: rose por @lua_fps (fila=1)
2026-06-15 23:02:34,950 | INFO    | src.command_queue | Executado: rose por @lua_fps
2026-06-15 23:02:39,051 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-15 23:02:39,052 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:02:40,755 | INFO    | src.command_queue | Enfileirado: !drop por @ana.gamer (fila=1)
2026-06-15 23:02:40,756 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:02:44,178 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@joao_zoeira)
2026-06-15 23:02:46,129 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-15 23:02:46,129 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-15 23:02:46,134 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-15 23:02:47,956 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @joao_zoeira
2026-06-15 23:02:47,956 | INFO    | src.command_queue | Enfileirado: tiktok por @joao_zoeira (fila=1)
2026-06-15 23:02:47,971 | INFO    | src.command_queue | Executado: tiktok por @joao_zoeira
2026-06-15 23:02:51,907 | INFO    | src.tiktok_listener | Presente executavel: mishka bear de @joao_zoeira
2026-06-15 23:02:51,907 | INFO    | src.command_queue | Enfileirado: mishka bear por @joao_zoeira (fila=1)
2026-06-15 23:02:51,911 | INFO    | src.command_queue | Executado: mishka bear por @joao_zoeira
2026-06-15 23:02:57,140 | INFO    | src.tiktok_listener | Presente executavel: mishka bear de @ana.gamer
2026-06-15 23:02:57,140 | INFO    | src.command_queue | Enfileirado: mishka bear por @ana.gamer (fila=1)
2026-06-15 23:02:57,144 | INFO    | src.command_queue | Executado: mishka bear por @ana.gamer
2026-06-15 23:02:59,585 | INFO    | src.panel_server | Overlay desconectado (2 ativos)
2026-06-15 23:02:59,599 | INFO    | src.panel_server | Overlay desconectado (1 ativos)
2026-06-15 23:02:59,634 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @ana.gamer
2026-06-15 23:02:59,634 | INFO    | src.command_queue | Enfileirado: tiktok por @ana.gamer (fila=1)
2026-06-15 23:02:59,636 | INFO    | src.command_queue | Executado: tiktok por @ana.gamer
2026-06-15 23:03:01,073 | INFO    | websockets.server | connection open
2026-06-15 23:03:01,073 | INFO    | src.panel_server | Overlay conectado (2 ativos)
2026-06-15 23:03:01,138 | INFO    | websockets.server | connection open
2026-06-15 23:03:01,139 | INFO    | src.panel_server | Overlay conectado (3 ativos)
2026-06-15 23:03:01,556 | INFO    | src.tiktok_listener | Presente executavel: gamepad de @pedrocaos
2026-06-15 23:03:01,557 | INFO    | src.command_queue | Enfileirado: gamepad por @pedrocaos (fila=1)
2026-06-15 23:03:01,561 | INFO    | src.command_queue | Executado: gamepad por @pedrocaos
2026-06-15 23:03:02,450 | INFO    | src.panel_server | Overlay desconectado (2 ativos)
2026-06-15 23:03:02,456 | INFO    | src.panel_server | Overlay desconectado (1 ativos)
2026-06-15 23:03:03,230 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-15 23:03:03,230 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-15 23:03:03,235 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-15 23:03:03,360 | INFO    | websockets.server | connection open
2026-06-15 23:03:03,360 | INFO    | src.panel_server | Overlay conectado (2 ativos)
2026-06-15 23:03:03,738 | INFO    | websockets.server | connection open
2026-06-15 23:03:03,746 | INFO    | src.panel_server | Overlay conectado (3 ativos)
2026-06-15 23:03:06,498 | INFO    | src.tiktok_listener | Presente executavel: tiny diny de @lua_fps
2026-06-15 23:03:06,498 | INFO    | src.command_queue | Enfileirado: tiny diny por @lua_fps (fila=1)
2026-06-15 23:03:06,502 | INFO    | src.command_queue | Executado: tiny diny por @lua_fps
2026-06-15 23:03:11,929 | INFO    | src.tiktok_listener | Presente executavel: mishka bear de @pedrocaos
2026-06-15 23:03:11,929 | INFO    | src.command_queue | Enfileirado: mishka bear por @pedrocaos (fila=1)
2026-06-15 23:03:11,933 | INFO    | src.command_queue | Executado: mishka bear por @pedrocaos
2026-06-15 23:03:13,722 | INFO    | src.command_queue | Enfileirado: !formiga por @joao_zoeira (fila=1)
2026-06-15 23:03:13,723 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-15 23:03:19,108 | INFO    | src.tiktok_listener | Presente executavel: gamepad de @ana.gamer
2026-06-15 23:03:19,108 | INFO    | src.command_queue | Enfileirado: gamepad por @ana.gamer (fila=1)
2026-06-15 23:03:19,109 | INFO    | src.tiktok_listener | Simulacao rodando (tick 300)
2026-06-15 23:03:19,112 | INFO    | src.command_queue | Executado: gamepad por @ana.gamer
2026-06-15 23:03:20,688 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-15 23:03:20,695 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:03:22,752 | INFO    | src.command_queue | Enfileirado: !cura por @pedrocaos (fila=1)
2026-06-15 23:03:22,755 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-15 23:03:25,183 | INFO    | src.command_queue | Enfileirado: !drop por @joao_zoeira (fila=1)
2026-06-15 23:03:25,186 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:03:28,884 | INFO    | src.tiktok_listener | Presente executavel: gg de @ana.gamer
2026-06-15 23:03:28,885 | INFO    | src.command_queue | Enfileirado: gg por @ana.gamer (fila=1)
2026-06-15 23:03:28,888 | INFO    | src.command_queue | Executado: gg por @ana.gamer
2026-06-15 23:03:30,403 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@pedrocaos)
2026-06-15 23:03:32,757 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @ana.gamer
2026-06-15 23:03:32,757 | INFO    | src.command_queue | Enfileirado: tiktok por @ana.gamer (fila=1)
2026-06-15 23:03:32,761 | INFO    | src.command_queue | Executado: tiktok por @ana.gamer
2026-06-15 23:03:46,266 | INFO    | src.command_queue | Enfileirado: !cura por @ana.gamer (fila=1)
2026-06-15 23:03:46,267 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-15 23:03:49,441 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-15 23:03:49,442 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:03:51,141 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 23:03:51,142 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 23:03:51,150 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 23:03:53,046 | INFO    | src.command_queue | Enfileirado: !formiga por @lua_fps (fila=1)
2026-06-15 23:03:53,046 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-15 23:03:55,382 | INFO    | src.cooldown | Descartado por cooldown global: !formiga (user=@joao_zoeira)
2026-06-15 23:03:57,361 | INFO    | src.command_queue | Enfileirado: !drop por @lua_fps (fila=1)
2026-06-15 23:03:57,362 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:04:01,291 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-15 23:04:01,292 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:04:08,889 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-15 23:04:12,526 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-15 23:04:12,527 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-15 23:04:12,528 | INFO    | src.tiktok_listener | Simulacao rodando (tick 320)
2026-06-15 23:04:12,536 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-15 23:04:18,826 | INFO    | src.command_queue | Enfileirado: !formiga por @pedrocaos (fila=1)
2026-06-15 23:04:18,827 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-15 23:04:21,303 | INFO    | src.tiktok_listener | Presente executavel: gamepad de @pedrocaos
2026-06-15 23:04:21,303 | INFO    | src.command_queue | Enfileirado: gamepad por @pedrocaos (fila=1)
2026-06-15 23:04:21,306 | INFO    | src.command_queue | Executado: gamepad por @pedrocaos
2026-06-15 23:04:23,641 | INFO    | src.command_queue | Enfileirado: !cura por @joao_zoeira (fila=1)
2026-06-15 23:04:23,641 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-15 23:04:26,841 | INFO    | src.tiktok_listener | Presente executavel: tiny diny de @pedrocaos
2026-06-15 23:04:26,841 | INFO    | src.command_queue | Enfileirado: tiny diny por @pedrocaos (fila=1)
2026-06-15 23:04:26,848 | INFO    | src.command_queue | Executado: tiny diny por @pedrocaos
2026-06-15 23:04:30,601 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-15 23:04:30,602 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:04:39,455 | INFO    | src.command_queue | Enfileirado: !formiga por @ana.gamer (fila=1)
2026-06-15 23:04:39,456 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-15 23:04:48,627 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 23:04:48,628 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 23:04:48,632 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 23:04:50,607 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-15 23:04:50,607 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:04:52,479 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@pedrocaos)
2026-06-15 23:04:54,432 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @ana.gamer
2026-06-15 23:04:54,432 | INFO    | src.command_queue | Enfileirado: tiktok por @ana.gamer (fila=1)
2026-06-15 23:04:54,435 | INFO    | src.command_queue | Executado: tiktok por @ana.gamer
2026-06-15 23:04:58,007 | INFO    | src.tiktok_listener | Presente executavel: tiny diny de @ana.gamer
2026-06-15 23:04:58,007 | INFO    | src.command_queue | Enfileirado: tiny diny por @ana.gamer (fila=1)
2026-06-15 23:04:58,010 | INFO    | src.command_queue | Executado: tiny diny por @ana.gamer
2026-06-15 23:05:00,014 | INFO    | src.tiktok_listener | Presente executavel: rose de @lua_fps
2026-06-15 23:05:00,014 | INFO    | src.command_queue | Enfileirado: rose por @lua_fps (fila=1)
2026-06-15 23:05:00,018 | INFO    | src.command_queue | Executado: rose por @lua_fps
2026-06-15 23:05:06,110 | INFO    | src.command_queue | Enfileirado: !drop por @pedrocaos (fila=1)
2026-06-15 23:05:06,110 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:05:09,628 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-15 23:05:09,629 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-15 23:05:09,629 | INFO    | src.tiktok_listener | Simulacao rodando (tick 340)
2026-06-15 23:05:09,648 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
